,game_name,platform,year_of_release,genre,na_sales,eu_sales,ru_sales,other_sales,critic_score,user_score,rating_type,total_sales,descryption
7885,fatal fury: battle archives volume 2,ps2,2007,fighting,0.03,0.03,0.0,0.01,70.0,-1.0,t,0.06999999999999999,подросткам 13—19 лет
7886,jurassic park: operation genesis,xb,2003,simulation,0.05,0.01,0.0,0.0,69.0,8.8,t,0.060000000000000005,подросткам 13—19 лет
7887,future tactics: the uprising,ps2,2004,strategy,0.03,0.03,0.0,0.01,61.0,6.0,t,0.06999999999999999,подросткам 13—19 лет
7888,top gun,ps3,2011,simulation,0.06,0.0,0.0,0.01,49.0,4.4,t,0.06999999999999999,подросткам 13—19 лет
7889,dragon ball z: battle of z,x360,2014,fighting,0.01,0.05,0.0,0.0,53.0,5.1,t,0.060000000000000005,подросткам 13—19 лет
7890,the king of fighters 02/03,ps2,2005,fighting,0.03,0.03,0.0,0.01,73.0,8.8,t,0.06999999999999999,подросткам 13—19 лет
7891,port royale 3,x360,2077,simulation,0.06,0.0,0.0,0.01,56.0,4.5,t,0.06999999999999999,подросткам 13—19 лет
7892,armored core: nine breaker,ps2,2004,simulation,0.03,0.03,0.0,0.01,57.0,8.2,t,0.06999999999999999,подросткам 13—19 лет
7893,terraria,ps4,2014,action,0.0,0.05,0.01,0.01,83.0,7.9,t,0.07,подросткам 13—19 лет
7894,cabela's big game hunter 2005 adventures,gc,2004,sports,0.05,0.01,0.0,0.0,-1.0,8.8,t,0.060000000000000005,подросткам 13—19 лет
7895,worms 3d,gc,2003,strategy,0.05,0.01,0.0,0.0,69.0,7.6,t,0.060000000000000005,подросткам 13—19 лет
7896,blazblue: chrono phantasma extend,xone,2015,action,0.05,0.01,0.0,0.01,-1.0,6.3,t,0.07,подросткам 13—19 лет
7897,tron: evolution,pc,2010,action,0.06,0.0,0.0,0.0,57.0,6.0,t,0.06,подросткам 13—19 лет
7898,the guided fate paradox,ps3,2013,role-playing,0.0,0.0,0.06,0.0,74.0,7.8,t,0.06,подросткам 13—19 лет
7899,alex rider: stormbreaker,ds,2077,action,0.06,0.0,0.0,0.0,48.0,6.1,t,0.06,подросткам 13—19 лет
7900,"flower, sun, and rain",ds,2008,adventure,0.06,0.0,0.0,0.0,54.0,7.1,t,0.06,подросткам 13—19 лет
7901,worms forts: under siege,xb,2004,strategy,0.05,0.01,0.0,0.0,67.0,8.0,t,0.060000000000000005,подросткам 13—19 лет
7902,broken sword 5: the serpent's curse,ps4,2015,adventure,0.0,0.06,0.0,0.01,72.0,7.2,t,0.06999999999999999,подросткам 13—19 лет
7903,alan wake,pc,2012,action,0.0,0.06,0.0,0.01,83.0,8.0,t,0.06999999999999999,подросткам 13—19 лет
7904,wings of war,xb,2004,simulation,0.05,0.01,0.0,0.0,62.0,5.0,t,0.060000000000000005,подросткам 13—19 лет
7905,world poker tour,xb,2005,misc,0.05,0.01,0.0,0.0,63.0,7.8,t,0.060000000000000005,подросткам 13—19 лет
7906,age of empires iii: the asian dynasties,pc,2007,strategy,0.0,0.05,0.0,0.01,81.0,8.5,t,0.060000000000000005,подросткам 13—19 лет
7907,elite forces: unit 77,ds,2009,strategy,0.06,0.0,0.0,0.0,61.0,-1.0,t,0.06,подросткам 13—19 лет
7908,pirates: the legend of black kat,xb,2002,adventure,0.05,0.01,0.0,0.0,74.0,-1.0,t,0.060000000000000005,подросткам 13—19 лет
7909,crime lab: body of evidence,ds,2010,adventure,0.05,0.01,0.0,0.0,53.0,-1.0,t,0.060000000000000005,подросткам 13—19 лет
7910,you don't know jack,ds,2011,misc,0.06,0.0,0.0,0.0,-1.0,-1.0,t,0.06,подросткам 13—19 лет
7911,cabela's trophy bucks,wii,2008,sports,0.06,0.0,0.0,0.0,-1.0,6.0,t,0.06,подросткам 13—19 лет
7912,samurai warriors chronicles 3,psv,2014,action,0.0,0.0,0.06,0.0,70.0,7.9,t,0.06,подросткам 13—19 лет
7913,one piece: unlimited world red,wiiu,2014,action,0.0,0.04,0.02,0.0,66.0,7.8,t,0.06,подросткам 13—19 лет
7914,aggressive inline,xb,2002,sports,0.05,0.01,0.0,0.0,85.0,7.7,t,0.060000000000000005,подросткам 13—19 лет
7915,xgra: extreme g racing association,ps2,2003,racing,0.03,0.02,0.0,0.01,68.0,8.6,t,0.060000000000000005,подросткам 13—19 лет
7916,kamen rider: dragon knight,wii,2009,fighting,0.06,0.0,0.0,0.0,-1.0,-1.0,t,0.06,подросткам 13—19 лет
7917,tournament of legends,wii,2010,fighting,0.04,0.02,0.0,0.01,45.0,6.9,t,0.06999999999999999,подросткам 13—19 лет
7918,james bond 007: blood stone,ds,2010,shooter,0.05,0.01,0.0,0.0,70.0,-1.0,t,0.060000000000000005,подросткам 13—19 лет
7919,mobile suit gundam seed: never ending tomorrow,ps2,2004,shooter,0.03,0.02,0.0,0.01,45.0,7.8,t,0.060000000000000005,подросткам 13—19 лет
7920,crimson gem saga,psp,2008,role-playing,0.06,0.0,0.0,0.0,78.0,7.5,t,0.06,подросткам 13—19 лет
7921,legend of the dragon,wii,2007,fighting,0.06,0.0,0.0,0.0,37.0,4.8,t,0.06,подросткам 13—19 лет
7922,cel damage,gc,2002,racing,0.05,0.01,0.0,0.0,67.0,6.8,t,0.060000000000000005,подросткам 13—19 лет
7923,mirror's edge catalyst,pc,2016,platform,0.01,0.05,0.0,0.0,74.0,4.4,t,0.060000000000000005,подросткам 13—19 лет
7924,the pinball of the dead,gba,2002,misc,0.05,0.02,0.0,0.0,79.0,-1.0,t,0.07,подросткам 13—19 лет
7925,arc the lad: end of darkness,ps2,2004,role-playing,0.03,0.02,0.0,0.01,59.0,4.2,t,0.060000000000000005,подросткам 13—19 лет
7926,the king of route 66,ps2,2003,racing,0.03,0.02,0.0,0.01,57.0,-1.0,t,0.060000000000000005,подросткам 13—19 лет
7927,tom clancy's splinter cell: pandora tomorrow,gba,2004,action,0.05,0.02,0.0,0.0,68.0,6.2,t,0.07,подросткам 13—19 лет
7928,monster madness: grave danger,ps3,2008,shooter,0.05,0.0,0.0,0.01,55.0,-1.0,t,0.060000000000000005,подросткам 13—19 лет
7929,odin sphere: leifthrasir,ps3,2016,role-playing,0.02,0.01,0.03,0.01,-1.0,7.0,t,0.06999999999999999,подросткам 13—19 лет
7930,"warhammer 40,000: squad command",ds,2007,strategy,0.05,0.01,0.0,0.01,57.0,7.9,t,0.07,подросткам 13—19 лет
7931,one piece: burning blood,xone,2016,fighting,0.03,0.02,0.0,0.01,60.0,5.8,t,0.060000000000000005,подросткам 13—19 лет
7932,bionicle heroes,ds,2006,shooter,0.06,0.0,0.0,0.0,72.0,6.4,t,0.06,подросткам 13—19 лет
7933,mystic heroes,ps2,2002,action,0.03,0.02,0.0,0.01,67.0,8.6,t,0.060000000000000005,подросткам 13—19 лет
7934,unchained blades ,psp,2011,role-playing,0.0,0.0,0.06,0.0,61.0,7.5,t,0.06,подросткам 13—19 лет
7935,spy games: elevator mission,wii,2007,shooter,0.06,0.0,0.0,0.0,-1.0,-1.0,t,0.06,подросткам 13—19 лет
7936,nights of azure,ps4,2015,action,0.03,0.02,0.0,0.01,67.0,7.6,t,0.060000000000000005,подросткам 13—19 лет
7937,earth defense force 2017 portable,psv,2012,action,0.0,0.0,0.06,0.0,68.0,7.9,t,0.06,подросткам 13—19 лет
7938,monster garage,xb,2004,strategy,0.05,0.01,0.0,0.0,38.0,-1.0,t,0.060000000000000005,подросткам 13—19 лет
7939,giants: citizen kabuto,ps2,2001,shooter,0.03,0.02,0.0,0.01,79.0,6.9,t,0.060000000000000005,подросткам 13—19 лет
7940,grand kingdom,psv,2015,role-playing,0.01,0.01,0.04,0.01,76.0,8.8,t,0.06999999999999999,подросткам 13—19 лет
7941,guilty gear xx accent core plus,ps2,2008,fighting,0.03,0.02,0.0,0.01,-1.0,8.0,t,0.060000000000000005,подросткам 13—19 лет
7942,the great escape,xb,2003,action,0.05,0.01,0.0,0.0,55.0,-1.0,t,0.060000000000000005,подросткам 13—19 лет
7943,alien syndrome,wii,2007,role-playing,0.05,0.0,0.0,0.0,48.0,7.1,t,0.05,подросткам 13—19 лет
7944,vexx,gc,2003,platform,0.05,0.01,0.0,0.0,71.0,7.3,t,0.060000000000000005,подросткам 13—19 лет
7945,batman: rise of sin tzu,gc,2003,action,0.05,0.01,0.0,0.0,63.0,-1.0,t,0.060000000000000005,подросткам 13—19 лет
7946,secret files: tunguska,wii,2008,adventure,0.04,0.01,0.0,0.0,65.0,7.6,t,0.05,подросткам 13—19 лет
7947,everquest ii: destiny of velious,pc,2011,role-playing,0.06,0.0,0.0,0.0,-1.0,7.4,t,0.06,подросткам 13—19 лет
7948,grey's anatomy: the video game,wii,2009,adventure,0.05,0.01,0.0,0.0,65.0,-1.0,t,0.060000000000000005,подросткам 13—19 лет
7949,terminator 3: the redemption,xb,2004,shooter,0.05,0.01,0.0,0.0,66.0,8.6,t,0.060000000000000005,подросткам 13—19 лет
7950,call of duty 2,pc,2005,shooter,0.0,0.05,0.0,0.01,86.0,8.4,t,0.060000000000000005,подросткам 13—19 лет
7951,cabela's big game hunter (2008),x360,2007,sports,0.06,0.0,0.0,0.0,51.0,-1.0,t,0.06,подросткам 13—19 лет
7952,ico,ps3,2011,action,0.0,0.0,0.06,0.0,-1.0,7.4,t,0.06,подросткам 13—19 лет
7953,world series of poker 2008: battle for the bracelets,ds,2007,misc,0.05,0.0,0.0,0.0,-1.0,-1.0,t,0.05,подросткам 13—19 лет
7954,atelier sophie: the alchemist of the mysterious book,psv,2015,role-playing,0.0,0.0,0.06,0.0,-1.0,8.0,t,0.06,подросткам 13—19 лет
7955,coded arms: contagion,psp,2007,shooter,0.05,0.0,0.0,0.01,56.0,6.6,t,0.060000000000000005,подросткам 13—19 лет
7956,combat elite: wwii paratroopers,ps2,2077,shooter,0.03,0.02,0.0,0.01,54.0,-1.0,t,0.060000000000000005,подросткам 13—19 лет
7957,cabela's dangerous hunts: ultimate challenge,psp,2006,sports,0.06,0.0,0.0,0.0,-1.0,4.0,t,0.06,подросткам 13—19 лет
7958,tony hawk's pro skater 5,ps3,2015,sports,0.05,0.0,0.0,0.01,-1.0,3.1,t,0.060000000000000005,подросткам 13—19 лет
7959,commandos: strike force,ps2,2006,shooter,0.03,0.02,0.0,0.01,58.0,8.5,t,0.060000000000000005,подросткам 13—19 лет
7960,mobile suit gundam: gundam vs. zeta gundam,ps2,2004,shooter,0.03,0.02,0.0,0.01,57.0,8.6,t,0.060000000000000005,подросткам 13—19 лет
7961,guilty gear x: advance edition,gba,2002,fighting,0.04,0.02,0.0,0.0,67.0,5.9,t,0.06,подросткам 13—19 лет
7962,warriors of the lost empire,psp,2007,role-playing,0.05,0.0,0.0,0.0,52.0,7.4,t,0.05,подросткам 13—19 лет
7963,broken sword: the shadow of the templars,gba,2002,adventure,0.04,0.02,0.0,0.0,80.0,7.8,t,0.06,подросткам 13—19 лет
7964,splat renegade paintball,xb,2005,sports,0.04,0.01,0.0,0.0,44.0,-1.0,t,0.05,подросткам 13—19 лет
7965,lord of magna: maiden heaven,3ds,2014,role-playing,0.0,0.0,0.06,0.0,68.0,7.8,t,0.06,подросткам 13—19 лет
7966,worms 3d,xb,2003,strategy,0.04,0.01,0.0,0.0,69.0,8.4,t,0.05,подросткам 13—19 лет
7967,dragon rage,ps2,2001,shooter,0.03,0.02,0.0,0.01,50.0,6.4,t,0.060000000000000005,подросткам 13—19 лет
7968,jumper: griffin's story,x360,2008,action,0.05,0.0,0.0,0.0,29.0,3.3,t,0.05,подросткам 13—19 лет
7969,tron 2.0: killer app,xb,2004,action,0.04,0.01,0.0,0.0,69.0,4.3,t,0.05,подросткам 13—19 лет
7970,the fast and the furious,ps2,2006,racing,0.03,0.02,0.0,0.01,59.0,6.6,t,0.060000000000000005,подросткам 13—19 лет
7971,the history channel: battle for the pacific,x360,2007,shooter,0.05,0.0,0.0,0.0,35.0,6.1,t,0.05,подросткам 13—19 лет
7972,blazblue central fiction,ps3,2016,fighting,0.02,0.02,0.02,0.01,-1.0,-1.0,t,0.06999999999999999,подросткам 13—19 лет
7973,syphon filter: logan's shadow,ps2,2010,shooter,0.03,0.02,0.0,0.01,-1.0,7.9,t,0.060000000000000005,подросткам 13—19 лет
7974,exist archive: the other side of the sky,psv,2015,role-playing,0.01,0.0,0.05,0.0,71.0,8.3,t,0.060000000000000005,подросткам 13—19 лет
7975,fatal frame,xb,2002,action,0.04,0.01,0.0,0.0,77.0,8.6,t,0.05,подросткам 13—19 лет
7976,tom clancy's ghost recon: advanced warfighter,ps2,2006,shooter,0.03,0.02,0.0,0.01,44.0,4.6,t,0.060000000000000005,подросткам 13—19 лет
7977,catwoman,xb,2004,action,0.04,0.01,0.0,0.0,45.0,4.6,t,0.05,подросткам 13—19 лет
7978,top gun: hard lock,x360,2012,action,0.03,0.02,0.0,0.0,54.0,3.5,t,0.05,подросткам 13—19 лет
7979,warriors orochi 2,x360,2008,action,0.04,0.0,0.01,0.0,44.0,8.1,t,0.05,подросткам 13—19 лет
7980,street fighter v,pc,2016,fighting,0.0,0.05,0.0,0.0,74.0,2.9,t,0.05,подросткам 13—19 лет
7981,samurai warriors 4: empires,ps3,2015,action,0.0,0.0,0.06,0.0,-1.0,-1.0,t,0.06,подросткам 13—19 лет
7982,terminator 3: rise of the machines,gba,2003,action,0.04,0.02,0.0,0.0,50.0,-1.0,t,0.06,подросткам 13—19 лет
7983,samurai shodown anthology,wii,2008,fighting,0.05,0.0,0.0,0.0,74.0,8.2,t,0.05,подросткам 13—19 лет
7984,samurai jack: the shadow of aku,ps2,2004,action,0.03,0.02,0.0,0.01,59.0,8.4,t,0.060000000000000005,подросткам 13—19 лет
7985,tropico 5,x360,2014,simulation,0.03,0.02,0.0,0.0,71.0,7.2,t,0.05,подросткам 13—19 лет
7986,tsugunai: atonement,ps2,2001,role-playing,0.02,0.01,0.02,0.0,67.0,-1.0,t,0.05,подросткам 13—19 лет
7987,lost kingdoms ii,gc,2003,role-playing,0.04,0.01,0.0,0.0,68.0,9.1,t,0.05,подросткам 13—19 лет
7988,aggressive inline,gc,2002,sports,0.04,0.01,0.0,0.0,88.0,7.8,t,0.05,подросткам 13—19 лет
7989,viewtiful joe: red hot rumble,gc,2005,action,0.04,0.01,0.0,0.0,62.0,6.9,t,0.05,подросткам 13—19 лет
7990,the sims 2: university,pc,2005,simulation,0.01,0.04,0.0,0.01,81.0,7.8,t,0.060000000000000005,подросткам 13—19 лет
7991,pheasants forever wingshooter,wii,2010,shooter,0.03,0.02,0.0,0.0,-1.0,-1.0,t,0.05,подросткам 13—19 лет
7992,generation of chaos,psp,2005,role-playing,0.05,0.0,0.0,0.0,60.0,7.7,t,0.05,подросткам 13—19 лет
7993,pump it up: exceed,ps2,2005,misc,0.03,0.02,0.0,0.01,73.0,8.4,t,0.060000000000000005,подросткам 13—19 лет
7994,tokyo twilight ghost hunters,ps3,2014,role-playing,0.03,0.0,0.02,0.01,64.0,6.4,t,0.060000000000000005,подросткам 13—19 лет
7995,wreckless: the yakuza missions,gc,2002,racing,0.04,0.01,0.0,0.0,58.0,-1.0,t,0.05,подросткам 13—19 лет
7996,dr. muto,xb,2002,platform,0.04,0.01,0.0,0.0,70.0,-1.0,t,0.05,подросткам 13—19 лет
7997,samurai warriors 4: empires,psv,2015,action,0.0,0.0,0.06,0.0,-1.0,-1.0,t,0.06,подросткам 13—19 лет
7998,friends: the one with all the trivia,ps2,2005,misc,0.03,0.02,0.0,0.01,50.0,-1.0,t,0.060000000000000005,подросткам 13—19 лет
7999,hail to the chimp,x360,2008,misc,0.05,0.0,0.0,0.0,52.0,6.1,t,0.05,подросткам 13—19 лет
8000,elemental gearbolt,ps,1997,shooter,0.03,0.02,0.0,0.0,76.0,-1.0,t,0.05,подросткам 13—19 лет
8001,whiplash,xb,2003,racing,0.04,0.01,0.0,0.0,68.0,-1.0,t,0.05,подросткам 13—19 лет
8002,mirror's edge,pc,2009,platform,0.0,0.05,0.0,0.01,81.0,8.1,t,0.060000000000000005,подросткам 13—19 лет
8003,titan quest,pc,2006,role-playing,0.01,0.04,0.0,0.01,77.0,8.1,t,0.060000000000000005,подросткам 13—19 лет
8004,seablade,xb,2002,shooter,0.04,0.01,0.0,0.0,48.0,-1.0,t,0.05,подросткам 13—19 лет
8005,izuna 2: the unemployed ninja returns,ds,2007,role-playing,0.05,0.0,0.0,0.0,65.0,7.9,t,0.05,подросткам 13—19 лет
8006,gothic 3,pc,2006,role-playing,0.0,0.05,0.0,0.01,63.0,7.3,t,0.060000000000000005,подросткам 13—19 лет
8007,wing commander: prophecy,gba,2003,simulation,0.04,0.01,0.0,0.0,70.0,8.3,t,0.05,подросткам 13—19 лет
8008,"murder, she wrote",pc,2009,adventure,0.0,0.04,0.0,0.01,-1.0,-1.0,t,0.05,подросткам 13—19 лет
8009,captain america: super soldier,wii,2077,action,0.05,0.0,0.0,0.0,57.0,6.0,t,0.05,подросткам 13—19 лет
8010,unsolved crimes,ds,2008,adventure,0.04,0.01,0.0,0.0,66.0,-1.0,t,0.05,подросткам 13—19 лет
8011,air conflicts: aces of world war ii,psp,2009,simulation,0.05,0.0,0.0,0.0,36.0,-1.0,t,0.05,подросткам 13—19 лет
8012,blowout,xb,2003,shooter,0.04,0.01,0.0,0.0,55.0,-1.0,t,0.05,подросткам 13—19 лет
8013,front mission evolved,pc,2010,shooter,0.05,0.0,0.0,0.0,63.0,5.1,t,0.05,подросткам 13—19 лет
8014,dynasty warriors 5,xb,2005,action,0.04,0.01,0.0,0.0,66.0,8.0,t,0.05,подросткам 13—19 лет
8015,samurai warriors 4-ii,psv,2015,action,0.0,0.0,0.05,0.0,-1.0,-1.0,t,0.05,подросткам 13—19 лет
8016,naval ops: commander,ps2,2004,simulation,0.03,0.02,0.0,0.01,65.0,-1.0,t,0.060000000000000005,подросткам 13—19 лет
8017,neverland card battles,psp,2008,role-playing,0.04,0.0,0.0,0.01,57.0,7.8,t,0.05,подросткам 13—19 лет
8018,popstar guitar,wii,2008,misc,0.03,0.02,0.0,0.0,-1.0,-1.0,t,0.05,подросткам 13—19 лет
8019,il-2 sturmovik: cliffs of dover,pc,2011,simulation,0.0,0.04,0.0,0.01,60.0,7.1,t,0.05,подросткам 13—19 лет
8020,death jr. ii: root of evil,psp,2006,platform,0.05,0.0,0.0,0.0,68.0,7.3,t,0.05,подросткам 13—19 лет
8021,samurai champloo: sidetracked,ps2,2006,action,0.03,0.02,0.0,0.01,66.0,7.2,t,0.060000000000000005,подросткам 13—19 лет
8022,medal of honor: airborne,pc,2007,shooter,0.0,0.04,0.0,0.01,78.0,7.3,t,0.05,подросткам 13—19 лет
8023,king arthur,xb,2004,action,0.04,0.01,0.0,0.0,61.0,-1.0,t,0.05,подросткам 13—19 лет
8024,men of war: assault squad,pc,2011,strategy,0.01,0.03,0.0,0.01,77.0,8.2,t,0.05,подросткам 13—19 лет
8025,myst iv: revelation,xb,2005,adventure,0.04,0.01,0.0,0.0,75.0,-1.0,t,0.05,подросткам 13—19 лет
8026,powerdrome,ps2,2004,racing,0.03,0.02,0.0,0.01,54.0,-1.0,t,0.060000000000000005,подросткам 13—19 лет
8027,otogi 2: immortal warriors,xb,2003,action,0.04,0.01,0.0,0.0,79.0,8.3,t,0.05,подросткам 13—19 лет
8028,lucha libre aaa: heroes del ring,x360,2010,fighting,0.05,0.0,0.0,0.0,49.0,6.3,t,0.05,подросткам 13—19 лет
8029,tom clancy's hawx 2,pc,2010,action,0.0,0.04,0.0,0.01,66.0,3.8,t,0.05,подросткам 13—19 лет
8030,teenage mutant ninja turtles: mutants in manhattan,ps3,2016,action,0.01,0.03,0.0,0.01,-1.0,3.4,t,0.05,подросткам 13—19 лет
8031,shifters,ps2,2002,adventure,0.03,0.02,0.0,0.01,37.0,5.9,t,0.060000000000000005,подросткам 13—19 лет
8032,bladestorm: nightmare,xone,2015,action,0.03,0.02,0.0,0.0,48.0,7.1,t,0.05,подросткам 13—19 лет
8033,tna impact: cross the line,psp,2010,fighting,0.05,0.0,0.0,0.0,50.0,6.5,t,0.05,подросткам 13—19 лет
8034,kamen rider: dragon knight,ds,2009,fighting,0.05,0.0,0.0,0.0,-1.0,-1.0,t,0.05,подросткам 13—19 лет
8035,venetica,pc,2009,role-playing,0.0,0.04,0.0,0.01,61.0,6.8,t,0.05,подросткам 13—19 лет
8036,metal slug anthology,psp,2007,shooter,0.02,0.0,0.02,0.01,78.0,7.4,t,0.05,подросткам 13—19 лет
8037,back to the future: the game,wii,2011,adventure,0.05,0.0,0.0,0.0,66.0,4.1,t,0.05,подросткам 13—19 лет
8038,phantom crash,xb,2002,simulation,0.03,0.01,0.01,0.0,74.0,8.3,t,0.05,подросткам 13—19 лет
8039,tenchu: dark secret,ds,2006,action,0.03,0.0,0.01,0.0,37.0,5.1,t,0.04,подросткам 13—19 лет
8040,second sight,gc,2004,adventure,0.04,0.01,0.0,0.0,77.0,8.5,t,0.05,подросткам 13—19 лет
8041,arcana heart 3,x360,2011,fighting,0.0,0.02,0.02,0.0,68.0,-1.0,t,0.04,подросткам 13—19 лет
8042,rave master,gc,2002,fighting,0.0,0.0,0.05,0.0,60.0,6.3,t,0.05,подросткам 13—19 лет
8043,hail to the chimp,ps3,2008,misc,0.05,0.0,0.0,0.0,51.0,4.5,t,0.05,подросткам 13—19 лет
8044,alias,xb,2004,action,0.04,0.01,0.0,0.0,64.0,6.0,t,0.05,подросткам 13—19 лет
8045,guilty gear dust strikers,ds,2006,fighting,0.05,0.0,0.0,0.0,60.0,5.8,t,0.05,подросткам 13—19 лет
8046,dark summit,gc,2002,sports,0.04,0.01,0.0,0.0,68.0,4.5,t,0.05,подросткам 13—19 лет
8047,star wars: republic commando,pc,2005,shooter,0.0,0.04,0.0,0.01,78.0,8.7,t,0.05,подросткам 13—19 лет
8048,secret files: tunguska,ds,2008,adventure,0.04,0.01,0.0,0.0,71.0,7.6,t,0.05,подросткам 13—19 лет
8049,stretch panic,ps2,2001,platform,0.02,0.02,0.0,0.01,65.0,7.8,t,0.05,подросткам 13—19 лет
8050,blazing souls: accelate,psp,2009,role-playing,0.04,0.0,0.01,0.0,-1.0,7.8,t,0.05,подросткам 13—19 лет
8051,metroid prime: federation force,3ds,2016,action,0.02,0.01,0.01,0.0,64.0,5.1,t,0.04,подросткам 13—19 лет
8052,dirt 2,pc,2009,racing,0.0,0.04,0.0,0.01,89.0,8.2,t,0.05,подросткам 13—19 лет
8053,hatsune miku: project diva x,ps4,2016,misc,0.02,0.0,0.02,0.0,78.0,7.4,t,0.04,подросткам 13—19 лет
8054,alter echo,xb,2003,shooter,0.04,0.01,0.0,0.0,62.0,-1.0,t,0.05,подросткам 13—19 лет
8055,grand ages: medieval,pc,2015,strategy,0.0,0.05,0.0,0.0,63.0,5.4,t,0.05,подросткам 13—19 лет
8056,reign of fire,gba,2002,shooter,0.03,0.01,0.0,0.0,61.0,-1.0,t,0.04,подросткам 13—19 лет
8057,rock of the dead,ps3,2010,shooter,0.04,0.0,0.0,0.01,45.0,-1.0,t,0.05,подросткам 13—19 лет
8058,tna impact: cross the line,ds,2010,fighting,0.04,0.0,0.0,0.0,-1.0,-1.0,t,0.04,подросткам 13—19 лет
8059,deadliest catch: alaskan storm,x360,2008,sports,0.04,0.0,0.0,0.0,56.0,5.9,t,0.04,подросткам 13—19 лет
8060,taito legends,xb,2005,misc,0.04,0.01,0.0,0.0,74.0,-1.0,t,0.05,подросткам 13—19 лет
8061,dynasty warriors vol. 2,psp,2006,action,0.04,0.0,0.0,0.0,57.0,8.1,t,0.04,подросткам 13—19 лет
8062,freelancer,pc,2003,simulation,0.02,0.02,0.0,0.01,85.0,9.0,t,0.05,подросткам 13—19 лет
8063,american chopper 2: full throttle,gc,2005,racing,0.04,0.01,0.0,0.0,54.0,-1.0,t,0.05,подросткам 13—19 лет
8064,the lord of the rings: the battle for middle-earth ii,x360,2006,strategy,0.0,0.04,0.0,0.0,79.0,7.5,t,0.04,подросткам 13—19 лет
8065,american chopper 2: full throttle,xb,2005,racing,0.04,0.01,0.0,0.0,-1.0,-1.0,t,0.05,подросткам 13—19 лет
8066,summoner: a goddess reborn,gc,2003,role-playing,0.04,0.01,0.0,0.0,72.0,-1.0,t,0.05,подросткам 13—19 лет
8067,secret service,x360,2008,action,0.04,0.0,0.0,0.0,-1.0,5.5,t,0.04,подросткам 13—19 лет
8068,empire earth,pc,2001,strategy,0.0,0.04,0.0,0.01,81.0,8.2,t,0.05,подросткам 13—19 лет
8069,starcraft,pc,1998,strategy,0.0,0.04,0.0,0.01,88.0,9.1,t,0.05,подросткам 13—19 лет
8070,b-boy,psp,2006,misc,0.04,0.0,0.0,0.0,50.0,7.8,t,0.04,подросткам 13—19 лет
8071,kakuto chojin,xb,2002,fighting,0.04,0.01,0.0,0.0,46.0,7.2,t,0.05,подросткам 13—19 лет
8072,robotech: invasion,xb,2004,shooter,0.04,0.01,0.0,0.0,59.0,-1.0,t,0.05,подросткам 13—19 лет
8073,moon,ds,2009,adventure,0.04,0.0,0.0,0.0,71.0,7.4,t,0.04,подросткам 13—19 лет
8074,cabela's african safari,psp,2006,sports,0.04,0.0,0.0,0.0,-1.0,-1.0,t,0.04,подросткам 13—19 лет
8075,nightcaster ii: equinox,xb,2002,action,0.03,0.01,0.0,0.0,46.0,7.0,t,0.04,подросткам 13—19 лет
8076,arslan: the warriors of legend,ps3,2015,action,0.0,0.0,0.05,0.0,-1.0,-1.0,t,0.05,подросткам 13—19 лет
8077,time crisis: project titan,ps,2001,shooter,0.03,0.02,0.0,0.0,71.0,6.7,t,0.05,подросткам 13—19 лет
8078,the sims,pc,2000,simulation,0.01,0.03,0.0,0.01,92.0,7.9,t,0.05,подросткам 13—19 лет
8079,cabela's trophy bucks,x360,2007,sports,0.04,0.0,0.0,0.0,39.0,3.0,t,0.04,подросткам 13—19 лет
8080,xcom 2,xone,2016,strategy,0.02,0.02,0.0,0.0,87.0,8.1,t,0.04,подросткам 13—19 лет
8081,rock of the dead,x360,2010,shooter,0.04,0.0,0.0,0.0,48.0,4.8,t,0.04,подросткам 13—19 лет
8082,big air freestyle,gc,2002,racing,0.04,0.01,0.0,0.0,56.0,-1.0,t,0.05,подросткам 13—19 лет
8083,mike tyson heavyweight boxing,xb,2002,sports,0.03,0.01,0.0,0.0,37.0,-1.0,t,0.04,подросткам 13—19 лет
8084,silent hunter: wolves of the pacific,pc,2007,simulation,0.0,0.04,0.0,0.01,79.0,6.9,t,0.05,подросткам 13—19 лет
8085,wrath unleashed,xb,2004,strategy,0.03,0.01,0.0,0.0,69.0,7.0,t,0.04,подросткам 13—19 лет
8086,double dragon advance,gba,2003,action,0.03,0.01,0.0,0.0,75.0,8.4,t,0.04,подросткам 13—19 лет
8087,yager,xb,2003,shooter,0.03,0.01,0.0,0.0,70.0,9.3,t,0.04,подросткам 13—19 лет
8088,river city soccer hooligans,ds,2010,sports,0.04,0.0,0.01,0.0,-1.0,-1.0,t,0.05,подросткам 13—19 лет
8089,futurama,xb,2003,platform,0.03,0.01,0.0,0.0,58.0,6.9,t,0.04,подросткам 13—19 лет
8090,trigger man,xb,2004,shooter,0.03,0.01,0.0,0.0,31.0,-1.0,t,0.04,подросткам 13—19 лет
8091,assassin's creed: altair's chronicles,ds,2008,platform,0.03,0.01,0.0,0.0,58.0,6.3,t,0.04,подросткам 13—19 лет
8092,fantastic four: rise of the silver surfer,wii,2007,action,0.04,0.01,0.0,0.0,39.0,5.9,t,0.05,подросткам 13—19 лет
8093,art of fighting anthology,ps2,2006,fighting,0.02,0.02,0.0,0.01,60.0,7.0,t,0.05,подросткам 13—19 лет
8094,lux-pain,ds,2008,adventure,0.04,0.0,0.0,0.0,48.0,6.2,t,0.04,подросткам 13—19 лет
